Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,variety_labeled,class_labeled,size_labeled,package_labeled,market_labeled,kg_price
GRANNY SMITH,CLASS 2,UNDER SIZE,CARTON,9,65,455,7,24,KLE,5,0,0,1,4,7.22
PINK LADY,CLASS 2,MEDIUM,CARTON,9,65,12399,190,849,KLE,6,0,4,1,4,7.22
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,79,16680,211,692,KLE,8,0,4,1,4,8.78
ROYAL GALA,CLASS 2,SMALL,CARTON,9,77,46605,604,1067,KLE,8,0,3,1,4,8.56
ROYAL GALA,CLASS 2,SMALL MEDIUM,CARTON,9,63,8360,132,2,KLE,8,0,6,1,4,7.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,142,11548,81,1005,KLE,8,1,4,2,4,11.83
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,120,360,3,628,KLE,8,1,5,2,4,10.0
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,135,19008,140,404,KLE,9,1,4,2,4,11.25
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,155,22239,143,112,KLE,9,1,5,2,4,12.92
STARKING,CLASS 2,LARGE,CARTON,9,60,1980,33,0,KLE,9,0,2,1,4,6.67
STARKING,CLASS 2,MEDIUM,CARTON,9,60,4320,72,741,KLE,9,0,4,1,4,6.67
STARKING,CLASS 2,SMALL,CARTON,9,40,2080,51,6,KLE,9,0,3,1,4,4.44
SUNDOWNER,CLASS 2,MEDIUM,CARTON,9,86,21089,244,222,KLE,10,0,4,1,4,9.56
SUNDOWNER,CLASS 2,SMALL,CARTON,9,85,34255,403,32,KLE,10,0,3,1,4,9.44
TOP RED,CLASS 2,SMALL,CARTON,9,63,38871,617,185,KLE,11,0,3,1,4,7.0
TOP RED,CLASS 2,LARGE,CARTON,9,40,3920,98,0,KLE,11,0,2,1,4,4.44
TOP RED,CLASS 2,MEDIUM,CARTON,9,65,8116,123,487,KLE,11,0,4,1,4,7.22
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,197,988,5,1054,KLE,11,1,4,2,4,16.42
TOP RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,204,2448,12,310,KLE,11,1,5,2,4,17.0
AFRICAN RED/CARMINE,CLASS 1,MEDIUM,ECONOMIC PACK,12,144,5472,38,0,KLE,15,1,4,2,4,12.0
AFRICAN RED/CARMINE,CLASS 2,SMALL,CARTON,9,70,1890,27,0,KLE,15,0,3,1,4,7.78
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,118,8436,71,339,KLE,0,1,4,2,4,118.0
BRAEBURN,CLASS 1,XX LARGE,ECONOMIC PACK,1,137,3304,24,425,KLE,0,1,5,2,4,137.0
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,123,36594,297,460,KLE,1,0,4,2,4,10.25
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,155,40496,260,478,KLE,1,1,4,2,4,12.92
CRIPPS PINK,CLASS 2,XX LARGE,ECONOMIC PACK,12,128,13888,108,148,KLE,1,0,5,2,4,10.67
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,76,2770,36,2088,KLE,1,0,2,1,4,8.44
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,80,65027,809,1248,KLE,1,0,4,1,4,8.89
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,61,13390,219,1891,KLE,1,0,3,1,4,6.78
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,80,7200,90,60,KLE,1,0,3,0,4,7.27
CRIPPS RED,CLASS 2,MEDIUM,CARTON,9,60,6000,100,0,KLE,2,0,4,1,4,6.67
CRIPPS RED,CLASS 2,SMALL,CARTON,9,65,715,11,0,KLE,2,0,3,1,4,7.22
CRIPPS RED,CLASS 2,SMALL MEDIUM,CARTON,9,65,5655,86,35,KLE,2,0,6,1,4,7.22
CRIPPS RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,112,14000,125,0,KLE,2,0,4,2,4,9.33
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,152,10664,70,427,KLE,2,1,4,2,4,12.67
CRIPPS RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,154,1236,8,95,KLE,2,1,5,2,4,12.83
FUJI,CLASS 2,MEDIUM,CARTON,9,82,27493,335,88,KLE,3,0,4,1,4,9.11
FUJI,CLASS 2,SMALL,CARTON,9,81,35604,436,284,KLE,3,0,3,1,4,9.0
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,129,5952,46,6,KLE,3,1,4,2,4,10.75
GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,224,3584,16,223,KLE,14,1,4,2,4,18.67
GALA,CLASS 2,LARGE,CARTON,9,80,800,10,31,KLE,14,0,2,1,4,8.89
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,87,21535,246,774,KLE,4,0,2,1,4,9.67
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,79,39118,491,2827,KLE,4,0,4,1,4,8.78
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,74,60947,816,393,KLE,4,0,3,1,4,8.22
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,74,19955,268,771,KLE,4,0,6,1,4,8.22
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,142,38956,274,1902,KLE,4,1,4,2,4,11.83
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,139,41295,297,1727,KLE,4,1,5,2,4,11.58
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,157,944,6,912,KLE,4,0,4,2,4,13.08
GOLDEN DELICIOUS,CLASS 2,XX LARGE,ECONOMIC PACK,12,158,1108,7,242,KLE,4,0,5,2,4,13.17
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11,85,7650,90,0,KLE,4,0,2,0,4,7.73
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,80,240,3,4,KLE,5,0,4,2,4,6.67
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,76,65378,856,1151,KLE,5,1,4,2,4,6.33
GRANNY SMITH,CLASS 1,XX LARGE,ECONOMIC PACK,12,73,56437,771,759,KLE,5,1,5,2,4,6.08
GRANNY SMITH,CLASS 2,SMALL,CARTON,9,60,48920,809,1768,KLE,5,0,3,1,4,6.67
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,9,63,48072,753,3099,KLE,5,0,4,1,4,7.0
PINK LADY,CLASS 1,XX LARGE,ECONOMIC PACK,12,156,1404,9,0,KLE,6,1,5,2,4,13.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,153,11956,78,495,KLE,8,1,4,2,4,12.75
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,123,18701,152,148,KLE,8,1,5,2,4,10.25
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,84,26511,313,422,KLE,8,0,4,1,4,9.33
ROYAL GALA,CLASS 2,SMALL,CARTON,9,78,39603,502,1110,KLE,8,0,3,1,4,8.67
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,11,80,1600,20,21,KLE,8,0,3,0,4,7.27
STARKING,CLASS 2,LARGE,CARTON,9,60,4920,82,33,KLE,9,0,2,1,4,6.67
STARKING,CLASS 2,MEDIUM,CARTON,9,50,7580,151,1038,KLE,9,0,4,1,4,5.56
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,180,9588,53,320,KLE,9,1,4,2,4,15.0
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,171,3596,21,105,KLE,9,1,5,2,4,14.25
SUNDOWNER,CLASS 2,LARGE,CARTON,9,80,12800,160,0,KLE,10,0,2,1,4,8.89
SUNDOWNER,CLASS 2,MEDIUM,CARTON,9,83,19676,237,358,KLE,10,0,4,1,4,9.22
SUNDOWNER,CLASS 2,SMALL,CARTON,9,83,20040,240,0,KLE,10,0,3,1,4,9.22
SUNDOWNER,CLASS 2,SMALL MEDIUM,CARTON,9,80,12800,160,12,KLE,10,0,6,1,4,8.89
TOP RED,CLASS 2,SMALL,CARTON,9,65,2015,31,65,KLE,11,0,3,1,4,7.22
TOP RED,CLASS 2,LARGE,CARTON,9,60,180,3,98,KLE,11,0,2,1,4,6.67
TOP RED,CLASS 2,MEDIUM,CARTON,9,70,5295,75,72,KLE,11,0,4,1,4,7.78
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,208,26848,129,1028,KLE,11,1,4,2,4,17.33
TOP RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,193,107750,558,52,KLE,11,1,5,2,4,16.08
TOP RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,176,1586,9,114,KLE,11,0,4,2,4,14.67
AFRICAN RED/CARMINE,CLASS 1,MEDIUM,ECONOMIC PACK,12,144,2160,15,38,KLE,15,1,4,2,4,12.0
AFRICAN RED/CARMINE,CLASS 2,MEDIUM,CARTON,9,75,3900,52,0,KLE,15,0,4,1,4,8.33
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,125,46361,370,154,KLE,0,1,4,2,4,125.0
BRAEBURN,CLASS 1,XX LARGE,ECONOMIC PACK,1,135,9216,68,193,KLE,0,1,5,2,4,135.0
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,142,21000,147,482,KLE,1,1,4,2,4,11.83
CRIPPS PINK,CLASS 1,XX LARGE,ECONOMIC PACK,12,128,8192,64,64,KLE,1,1,5,2,4,10.67
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,144,1152,8,592,KLE,1,0,4,2,4,12.0
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,75,32269,429,2057,KLE,1,0,4,1,4,8.33
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,64,23752,367,2110,KLE,1,0,3,1,4,7.11
CRIPPS PINK,CLASS 2,SMALL MEDIUM,CARTON,9,75,6600,88,0,KLE,1,0,6,1,4,8.33
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,70,1700,24,2124,KLE,1,0,2,1,4,7.78
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,11,70,5600,80,0,KLE,1,0,2,0,4,6.36
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,70,33600,480,0,KLE,1,0,4,0,4,6.36
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,70,11200,160,150,KLE,1,0,3,0,4,6.36
CRIPPS PINK,CLASS 2,SMALL MEDIUM,DOMPLE JUMBLE,11,70,2800,40,280,KLE,1,0,6,0,4,6.36
CRIPPS RED,CLASS 2,SMALL MEDIUM,CARTON,9,78,1255,16,131,KLE,2,0,6,1,4,8.67
CRIPPS RED,CLASS 2,MEDIUM,CARTON,9,69,3845,55,129,KLE,2,0,4,1,4,7.67
CRIPPS RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,128,1792,14,125,KLE,2,0,4,2,4,10.67
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,154,1236,8,363,KLE,2,1,4,2,4,12.83
CRIPPS RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,156,3444,22,39,KLE,2,1,5,2,4,13.0
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,70,2170,31,217,KLE,16,0,4,1,4,7.78
EARLY RED ONE,CLASS 2,SMALL MEDIUM,CARTON,9,65,650,10,0,KLE,16,0,6,1,4,7.22
FUJI,CLASS 2,MEDIUM,CARTON,9,85,29327,343,71,KLE,3,0,4,1,4,9.44
FUJI,CLASS 2,SMALL,CARTON,9,83,33200,400,80,KLE,3,0,3,1,4,9.22
FUJI,CLASS 2,SMALL MEDIUM,CARTON,9,65,2730,42,0,KLE,3,0,6,1,4,7.22
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,128,9240,72,52,KLE,3,1,4,2,4,10.67
GALA,CLASS 2,MEDIUM,ECONOMIC PACK,12,144,3764,26,261,KLE,14,0,4,2,4,12.0
GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,136,544,4,150,KLE,14,1,4,2,4,11.33
GALA,CLASS 2,LARGE,CARTON,9,65,1185,18,41,KLE,14,0,2,1,4,7.22
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,74,6970,94,364,KLE,4,0,2,1,4,8.22
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,78,81010,1037,2710,KLE,4,0,4,1,4,8.67
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,76,98073,1276,721,KLE,4,0,3,1,4,8.44
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,62,5510,88,799,KLE,4,0,6,1,4,6.89
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,142,65345,458,1602,KLE,4,1,4,2,4,11.83
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,148,4900,33,1356,KLE,4,1,5,2,4,12.33
GOLDEN DELICIOUS,CLASS 2,XX LARGE,ECONOMIC PACK,12,156,6116,39,249,KLE,4,0,5,2,4,13.0
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,148,19212,129,918,KLE,4,0,4,2,4,12.33
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11,85,16575,195,90,KLE,4,0,2,0,4,7.73
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,76,61276,804,1879,KLE,5,1,4,2,4,6.33
GRANNY SMITH,CLASS 1,XX LARGE,ECONOMIC PACK,12,86,27807,323,1466,KLE,5,1,5,2,4,7.17
GRANNY SMITH,CLASS 2,LARGE,CARTON,9,63,11880,187,116,KLE,5,0,2,1,4,7.0
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,9,65,16476,251,2529,KLE,5,0,4,1,4,7.22
GRANNY SMITH,CLASS 2,SMALL,CARTON,9,61,14686,240,1785,KLE,5,0,3,1,4,6.78
PINK LADY,CLASS 1,XX LARGE,ECONOMIC PACK,12,156,156,1,9,KLE,6,1,5,2,4,13.0
ROYAL BEAUT,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,6480,45,122,KLE,7,1,5,2,4,12.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,156,35508,227,573,KLE,8,1,4,2,4,13.0
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,124,19536,157,300,KLE,8,1,5,2,4,10.33
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,72,17921,246,735,KLE,8,0,4,1,4,8.0
ROYAL GALA,CLASS 2,SMALL,CARTON,9,71,97753,1359,1612,KLE,8,0,3,1,4,7.89
ROYAL GALA,CLASS 2,SMALL MEDIUM,CARTON,9,63,7749,123,46,KLE,8,0,6,1,4,7.0
STARKING,CLASS 2,MEDIUM,CARTON,9,60,3440,57,1189,KLE,9,0,4,1,4,6.67
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,183,16662,91,373,KLE,9,1,4,2,4,15.25
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,186,744,4,126,KLE,9,1,5,2,4,15.5
SUNDOWNER,CLASS 2,LARGE,CARTON,9,80,6400,80,160,KLE,10,0,2,1,4,8.89
SUNDOWNER,CLASS 2,MEDIUM,CARTON,9,85,14280,168,595,KLE,10,0,4,1,4,9.44
TOP RED,CLASS 2,MEDIUM,CARTON,9,70,23741,335,147,KLE,11,0,4,1,4,7.78
TOP RED,CLASS 2,SMALL,CARTON,9,65,3705,57,96,KLE,11,0,3,1,4,7.22
TOP RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,186,744,4,123,KLE,11,0,4,2,4,15.5
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,180,2160,12,325,KLE,11,1,4,2,4,15.0
TOP RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,200,26400,132,34,KLE,11,1,5,2,4,16.67
AFRICAN RED/CARMINE,CLASS 1,MEDIUM,ECONOMIC PACK,12,260,1041,4,53,KLE,15,1,4,2,4,21.67
AFRICAN RED/CARMINE,CLASS 2,SMALL,CARTON,9,62,5620,90,27,KLE,15,0,3,1,4,6.89
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,110,440,4,524,KLE,0,1,4,2,4,110.0
BRAEBURN,CLASS 1,XX LARGE,ECONOMIC PACK,1,126,14000,111,261,KLE,0,1,5,2,4,126.0
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,62,9004,143,220,KLE,1,0,4,2,4,5.17
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,144,144,1,629,KLE,1,1,4,2,4,12.0
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,70,6160,88,1618,KLE,1,0,2,1,4,7.78
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,70,560,8,2306,KLE,1,0,4,1,4,7.78
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,63,98264,1546,1861,KLE,1,0,3,1,4,7.0
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,70,5600,80,480,KLE,1,0,4,0,4,6.36
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,70,1400,20,220,KLE,1,0,3,0,4,6.36
CRIPPS PINK,CLASS 2,SMALL MEDIUM,DOMPLE JUMBLE,11,70,5600,80,320,KLE,1,0,6,0,4,6.36
CRIPPS RED,CLASS 2,MEDIUM,CARTON,9,55,3860,69,184,KLE,2,0,4,1,4,6.11
CRIPPS RED,CLASS 2,SMALL MEDIUM,CARTON,9,55,165,3,147,KLE,2,0,6,1,4,6.11
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,134,16128,120,371,KLE,2,1,4,2,4,11.17
FUJI,CLASS 2,LARGE,CARTON,9,85,21335,251,0,KLE,3,0,2,1,4,9.44
FUJI,CLASS 2,MEDIUM,CARTON,9,73,8315,113,94,KLE,3,0,4,1,4,8.11
FUJI,CLASS 2,SMALL,CARTON,9,88,21199,240,0,KLE,3,0,3,1,4,9.78
GALA,CLASS 2,MEDIUM,ECONOMIC PACK,12,139,22497,161,287,KLE,14,0,4,2,4,11.58
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,67,154969,2285,1430,KLE,4,0,3,1,4,7.44
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,CARTON,9,63,5544,88,100,KLE,4,0,0,1,4,7.0
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,61,1905,31,887,KLE,4,0,6,1,4,6.78
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,82,74301,905,3634,KLE,4,0,4,1,4,9.11
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,148,8016,54,1047,KLE,4,0,4,2,4,12.33
GOLDEN DELICIOUS,CLASS 2,XX LARGE,ECONOMIC PACK,12,148,8920,60,288,KLE,4,0,5,2,4,12.33
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,127,21476,168,2060,KLE,4,1,4,2,4,10.58
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,156,2032,13,1389,KLE,4,1,5,2,4,13.0
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11,85,25989,305,285,KLE,4,0,2,0,4,7.73
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,79,28773,361,2683,KLE,5,1,4,2,4,6.58
GRANNY SMITH,CLASS 1,XX LARGE,ECONOMIC PACK,12,72,10902,150,1789,KLE,5,1,5,2,4,6.0
GRANNY SMITH,CLASS 2,LARGE,CARTON,9,70,10080,144,127,KLE,5,0,2,1,4,7.78
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,9,62,18909,304,2428,KLE,5,0,4,1,4,6.89
GRANNY SMITH,CLASS 2,SMALL,CARTON,9,63,49661,779,2050,KLE,5,0,3,1,4,7.0
GRANNY SMITH,CLASS 2,SMALL MEDIUM,CARTON,9,60,4980,83,110,KLE,5,0,6,1,4,6.67
PINK LADY,CLASS 1,XX LARGE,ECONOMIC PACK,12,156,936,6,10,KLE,6,1,5,2,4,13.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,138,30056,217,800,KLE,8,1,4,2,4,11.5
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,125,1128,9,457,KLE,8,1,5,2,4,10.42
ROYAL GALA,CLASS 2,LARGE,CARTON,9,50,150,3,15,KLE,8,0,2,1,4,5.56
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,77,46172,596,805,KLE,8,0,4,1,4,8.56
ROYAL GALA,CLASS 2,SMALL,CARTON,9,77,34584,447,2491,KLE,8,0,3,1,4,8.56
ROYAL GALA,CLASS 2,SMALL MEDIUM,CARTON,9,64,6220,96,169,KLE,8,0,6,1,4,7.11
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,11,80,800,10,41,KLE,8,0,3,0,4,7.27
STARKING,CLASS 2,MEDIUM,CARTON,9,50,700,14,1246,KLE,9,0,4,1,4,5.56
STARKING,CLASS 1,MEDIUM,ECONOMIC PACK,12,134,28748,214,464,KLE,9,1,4,2,4,11.17
STARKING,CLASS 1,XX LARGE,ECONOMIC PACK,12,156,59904,384,130,KLE,9,1,5,2,4,13.0
SUNDOWNER,CLASS 2,LARGE,CARTON,9,85,6800,80,80,KLE,10,0,2,1,4,9.44
SUNDOWNER,CLASS 2,MEDIUM,CARTON,9,86,41640,480,443,KLE,10,0,4,1,4,9.56
SUNDOWNER,CLASS 2,SMALL,CARTON,9,80,6400,80,240,KLE,10,0,3,1,4,8.89
TOP RED,CLASS 2,SMALL,CARTON,9,72,18359,254,153,KLE,11,0,3,1,4,8.0
TOP RED,CLASS 2,MEDIUM,CARTON,9,67,11044,164,482,KLE,11,0,4,1,4,7.44
TOP RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,159,119822,751,337,KLE,11,1,4,2,4,13.25
TOP RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,193,153679,794,166,KLE,11,1,5,2,4,16.08
BRAEBURN,CLASS 2,LARGE,CARTON,9,56,3605,64,98,KLE,0,0,2,1,4,6.22
BRAEBURN,CLASS 2,SMALL,CARTON,9,46,140,3,0,KLE,0,0,3,1,4,5.11
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,1,118,14144,119,450,KLE,0,1,4,2,4,118.0
BRAEBURN,CLASS 1,XX LARGE,ECONOMIC PACK,1,130,17168,132,76,KLE,0,1,5,2,4,130.0
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,136,14784,108,327,KLE,1,1,4,2,4,11.33
CRIPPS PINK,CLASS 1,XX LARGE,ECONOMIC PACK,12,144,576,4,0,KLE,1,1,5,2,4,12.0
CRIPPS PINK,CLASS 2,MEDIUM,ECONOMIC PACK,12,144,6912,48,108,KLE,1,0,4,2,4,12.0
CRIPPS PINK,CLASS 2,LARGE,CARTON,9,79,6775,85,300,KLE,1,0,2,1,4,8.78
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,9,74,8895,119,1749,KLE,1,0,4,1,4,8.22
CRIPPS PINK,CLASS 2,SMALL,CARTON,9,65,24280,369,1654,KLE,1,0,3,1,4,7.22
CRIPPS RED,CLASS 2,MEDIUM,CARTON,9,84,505,6,396,KLE,2,0,4,1,4,9.33
CRIPPS RED,CLASS 2,SMALL MEDIUM,CARTON,9,60,10885,181,58,KLE,2,0,6,1,4,6.67
CRIPPS RED,CLASS 2,MEDIUM,ECONOMIC PACK,12,142,6816,48,139,KLE,2,0,4,2,4,11.83
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,178,18168,102,180,KLE,2,1,4,2,4,14.83
CRIPPS RED,CLASS 1,XX LARGE,ECONOMIC PACK,12,177,15636,88,72,KLE,2,1,5,2,4,14.75
EARLY RED ONE,CLASS 2,MEDIUM,CARTON,9,65,5720,88,415,KLE,16,0,4,1,4,7.22
EARLY RED ONE,CLASS 2,SMALL MEDIUM,CARTON,9,60,60,1,163,KLE,16,0,6,1,4,6.67
FUJI,CLASS 2,MEDIUM,CARTON,9,78,34960,447,260,KLE,3,0,4,1,4,8.67
GALA,CLASS 2,LARGE,CARTON,9,75,6750,90,59,KLE,14,0,2,1,4,8.33
GOLDEN DELICIOUS,CLASS 2,XX LARGE,ECONOMIC PACK,12,136,8868,65,349,KLE,4,0,5,2,4,11.33
GOLDEN DELICIOUS,CLASS 2,MEDIUM,ECONOMIC PACK,12,150,21408,142,1108,KLE,4,0,4,2,4,12.5
GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12,135,54243,400,1393,KLE,4,1,4,2,4,11.25
GOLDEN DELICIOUS,CLASS 1,XX LARGE,ECONOMIC PACK,12,146,36739,251,631,KLE,4,1,5,2,4,12.17
GOLDEN DELICIOUS,CLASS 2,LARGE,CARTON,9,75,20175,269,4,KLE,4,0,2,1,4,8.33
GOLDEN DELICIOUS,CLASS 2,MEDIUM,CARTON,9,75,52396,695,1941,KLE,4,0,4,1,4,8.33
GOLDEN DELICIOUS,CLASS 2,SMALL,CARTON,9,69,85362,1224,1356,KLE,4,0,3,1,4,7.67
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,CARTON,9,70,12600,180,100,KLE,4,0,0,1,4,7.78
GOLDEN DELICIOUS,CLASS 2,SMALL MEDIUM,CARTON,9,58,18811,322,165,KLE,4,0,6,1,4,6.44
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11,90,9275,103,617,KLE,4,0,2,0,4,8.18
GRANNY SMITH,CLASS 2,LARGE,CARTON,9,70,6160,88,351,KLE,5,0,2,1,4,7.78
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,9,67,15021,222,2129,KLE,5,0,4,1,4,7.44
GRANNY SMITH,CLASS 2,SMALL,CARTON,9,63,11983,188,462,KLE,5,0,3,1,4,7.0
GRANNY SMITH,CLASS 2,SMALL MEDIUM,CARTON,9,65,460,7,169,KLE,5,0,6,1,4,7.22
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,57,7840,136,288,KLE,5,0,4,2,4,4.75
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,70,60596,855,2160,KLE,5,1,4,2,4,5.83
GRANNY SMITH,CLASS 1,XX LARGE,ECONOMIC PACK,12,82,28663,346,1586,KLE,5,1,5,2,4,6.83
PINK LADY,CLASS 1,XX LARGE,ECONOMIC PACK,12,156,1404,9,40,KLE,6,1,5,2,4,13.0
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,149,38664,259,578,KLE,8,1,4,2,4,12.42
ROYAL GALA,CLASS 1,XX LARGE,ECONOMIC PACK,12,153,4464,29,104,KLE,8,1,5,2,4,12.75
ROYAL GALA,CLASS 2,LARGE,CARTON,9,75,75,1,18,KLE,8,0,2,1,4,8.33
ROYAL GALA,CLASS 2,MEDIUM,CARTON,9,81,47073,581,770,KLE,8,0,4,1,4,9.0
ROYAL GALA,CLASS 2,SMALL,CARTON,9,79,69204,867,1628,KLE,8,0,3,1,4,8.78
ROYAL GALA,CLASS 2,SMALL MEDIUM,CARTON,9,65,1300,20,217,KLE,8,0,6,1,4,7.22
STARKING,CLASS 2,MEDIUM,CARTON,9,63,7230,113,907,KLE,9,0,4,1,4,7.0
